person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25,37200,RENT,6,HOMEIMPROVEMENT,A,9600,5.99,1,0.26,N,4
25,59600,MORTGAGE,5,EDUCATION,E,6000,16.45,1,0.1,N,4
26,59600,MORTGAGE,9,VENTURE,E,21000,16.45,1,0.35,N,2
26,53000,RENT,7,VENTURE,B,9600,11.71,0,0.18,N,2
25,60000,MORTGAGE,5,HOMEIMPROVEMENT,C,8000,14.27,1,0.13,N,3
25,49000,RENT,10,EDUCATION,A,9600,7.51,1,0.2,N,2
26,55000,RENT,4,VENTURE,A,9600,7.66,0,0.17,N,2
25,66000,OWN,9,PERSONAL,A,15000,7.49,0,0.23,N,4
26,58000,RENT,10,EDUCATION,C,9600,13.99,0,0.17,Y,4
25,60000,RENT,9,DEBTCONSOLIDATION,A,9600,7.9,0,0.16,N,2
26,66000,MORTGAGE,7,PERSONAL,B,4000,11.99,0,0.06,N,2
25,54000,RENT,5,HOMEIMPROVEMENT,D,9600,15.62,1,0.18,N,2
25,66000,MORTGAGE,9,MEDICAL,B,6600,11.49,0,0.1,N,4
26,66000,MORTGAGE,10,DEBTCONSOLIDATION,A,15500,7.49,0,0.23,N,2
25,63000,RENT,5,EDUCATION,D,9600,14.46,0,0.15,Y,4
26,66000,MORTGAGE,6,DEBTCONSOLIDATION,B,7000,9.63,0,0.11,N,2
25,66000,MORTGAGE,4,HOMEIMPROVEMENT,C,15000,14.35,0,0.23,N,4
25,71000,RENT,5,HOMEIMPROVEMENT,A,9600,5.79,0,0.14,N,4
25,75000,RENT,8,PERSONAL,B,9600,12.69,0,0.13,N,3
26,60000,MORTGAGE,7,EDUCATION,D,15000,14.59,1,0.25,Y,4
26,66000,MORTGAGE,5,MEDICAL,B,15000,9.88,0,0.23,N,4
26,60000,MORTGAGE,9,PERSONAL,B,10000,12.21,1,0.17,N,4
25,66000,MORTGAGE,7,MEDICAL,C,5875,10.91,0,0.09,Y,4
25,66252,OWN,10,MEDICAL,C,5000,12.53,0,0.08,Y,4
25,66500,MORTGAGE,9,DEBTCONSOLIDATION,B,5000,9.63,0,0.08,N,3
26,66504,MORTGAGE,10,EDUCATION,C,12000,12.53,0,0.18,N,3
26,66912,MORTGAGE,10,MEDICAL,A,12000,5.42,0,0.18,N,3
26,66948,OWN,11,PERSONAL,B,20000,10.95,0,0.3,N,4
26,67000,MORTGAGE,4,MEDICAL,A,10400,8.9,0,0.16,N,4
26,22000,RENT,10,VENTURE,B,10000,9.63,1,0.45,N,4
26,22000,RENT,9,MEDICAL,D,10000,14.59,1,0.45,Y,2
26,23624,RENT,6,PERSONAL,B,10000,9.88,1,0.42,N,2
25,24000,RENT,4,HOMEIMPROVEMENT,B,10000,9.91,1,0.42,N,4
26,67000,MORTGAGE,10,PERSONAL,B,10000,12.21,0,0.15,N,3
25,67200,MORTGAGE,9,MEDICAL,C,5000,13.8,0,0.07,Y,2
25,67200,MORTGAGE,6,HOMEIMPROVEMENT,B,3250,11.49,0,0.05,N,2
26,67260,MORTGAGE,9,HOMEIMPROVEMENT,A,6500,7.14,0,0.1,N,2
25,67675,MORTGAGE,9,MEDICAL,C,3000,14.35,0,0.04,N,3
25,29000,RENT,5,VENTURE,A,10000,7.49,1,0.34,N,2
26,29406,RENT,5,HOMEIMPROVEMENT,B,10000,11.71,1,0.34,N,4
25,68000,OWN,8,HOMEIMPROVEMENT,B,6000,12.42,0,0.09,N,4
25,30000,RENT,9,MEDICAL,A,10000,7.51,1,0.33,N,2
26,68000,MORTGAGE,10,EDUCATION,A,10000,8.49,0,0.15,N,3
25,30000,RENT,4,MEDICAL,A,10000,7.51,1,0.33,N,3
26,30720,RENT,4,DEBTCONSOLIDATION,B,10000,11.49,1,0.33,N,3
25,30720,RENT,6,EDUCATION,B,10000,10.37,1,0.33,N,2
26,30720,RENT,5,DEBTCONSOLIDATION,A,10000,7.88,1,0.33,N,2
26,68000,OWN,8,PERSONAL,B,24250,12.18,0,0.36,N,4
26,68000,OWN,6,PERSONAL,C,21000,13.92,0,0.31,N,4
26,32000,RENT,6,PERSONAL,A,10000,6.99,1,0.31,N,3
26,52703,MORTGAGE,5,MEDICAL,B,4000,11.89,1,0.06,N,4
26,68399,MORTGAGE,7,PERSONAL,A,10500,6.91,0,0.15,N,3
25,62400,OWN,7,PERSONAL,E,4000,18.39,1,0.06,Y,2
26,68500,MORTGAGE,7,MEDICAL,A,9000,7.88,0,0.13,N,4
25,33996,RENT,4,HOMEIMPROVEMENT,C,10000,12.53,1,0.29,N,2
25,53467,MORTGAGE,5,MEDICAL,D,25000,15.7,1,0.4,Y,4
26,34995,RENT,4,EDUCATION,A,10000,7.88,0,0.29,N,2
26,63000,MORTGAGE,4,EDUCATION,C,12000,15.27,1,0.19,N,2
25,69000,MORTGAGE,9,MEDICAL,A,25000,6.99,0,0.36,N,2
25,69000,MORTGAGE,7,HOMEIMPROVEMENT,A,9600,7.49,0,0.14,N,3
26,69000,MORTGAGE,8,PERSONAL,A,15000,7.49,0,0.22,N,3
26,69000,MORTGAGE,10,PERSONAL,C,5000,14.17,0,0.07,N,4
25,69000,MORTGAGE,5,PERSONAL,B,20000,10.75,0,0.29,N,2
26,69000,MORTGAGE,10,MEDICAL,A,6000,7.14,0,0.09,N,3
26,69000,MORTGAGE,4,VENTURE,D,16000,15.7,0,0.23,N,4
26,69000,MORTGAGE,7,VENTURE,C,18000,14.22,0,0.26,Y,4
25,69000,MORTGAGE,9,HOMEIMPROVEMENT,C,15900,13.22,0,0.23,Y,3
25,69600,MORTGAGE,9,VENTURE,B,7000,11.49,0,0.1,N,2
25,69900,MORTGAGE,9,VENTURE,A,5050,5.42,0,0.07,N,2
26,69912,MORTGAGE,9,VENTURE,A,8000,6.99,0,0.11,N,2
26,69996,MORTGAGE,10,DEBTCONSOLIDATION,C,14000,13.49,0,0.2,N,2
26,38000,RENT,6,PERSONAL,A,10000,7.66,0,0.26,N,3
26,70000,MORTGAGE,11,HOMEIMPROVEMENT,C,20000,14.27,0,0.29,Y,4
25,70000,MORTGAGE,9,PERSONAL,B,1000,12.69,0,0.01,N,2
25,70000,MORTGAGE,9,DEBTCONSOLIDATION,B,15600,11.71,0,0.22,N,3
26,64000,MORTGAGE,6,DEBTCONSOLIDATION,E,9000,18.64,1,0.14,N,4
26,70000,MORTGAGE,9,VENTURE,A,35000,7.9,0,0.5,N,2
26,70000,OWN,10,PERSONAL,B,10000,12.42,0,0.14,N,4
25,34000,RENT,4,PERSONAL,A,10000,6.62,1,0.29,N,4
26,40000,RENT,10,VENTURE,D,10000,16.89,0,0.25,N,3
25,70000,MORTGAGE,6,VENTURE,A,14000,5.42,0,0.2,N,3
25,40000,RENT,6,MEDICAL,B,10000,10,0,0.25,N,4
26,70000,MORTGAGE,6,HOMEIMPROVEMENT,A,4000,8.49,0,0.06,N,2
26,34000,RENT,5,VENTURE,C,10000,13.11,1,0.29,Y,3
25,40000,RENT,6,VENTURE,C,10000,13.48,0,0.25,N,3
25,70000,OWN,4,PERSONAL,A,4000,7.42,0,0.06,N,2
25,70000,MORTGAGE,9,MEDICAL,A,10000,5.42,0,0.14,N,4
25,70000,MORTGAGE,9,VENTURE,B,20000,10.59,0,0.29,N,2
25,42000,RENT,9,MEDICAL,C,10000,14.27,0,0.24,N,2
25,42000,RENT,5,EDUCATION,C,10000,12.99,0,0.24,Y,2
25,70000,MORTGAGE,4,VENTURE,B,6300,10.37,0,0.09,N,4
25,70000,MORTGAGE,6,MEDICAL,B,12000,10.37,0,0.17,N,4
25,70000,MORTGAGE,9,DEBTCONSOLIDATION,A,4000,6.92,0,0.06,N,2
26,70000,MORTGAGE,10,PERSONAL,B,8000,10,0,0.11,N,2
26,43000,RENT,4,EDUCATION,C,10000,14.65,0,0.23,N,4
25,43000,RENT,4,EDUCATION,A,10000,7.66,0,0.23,N,3
25,70000,MORTGAGE,9,PERSONAL,A,12000,5.79,0,0.17,N,2
25,44000,RENT,9,MEDICAL,C,10000,12.68,0,0.23,Y,4
26,64000,MORTGAGE,5,DEBTCONSOLIDATION,D,7000,15.95,1,0.11,N,2
25,45000,RENT,4,MEDICAL,B,10000,12.69,0,0.22,N,2
25,70000,MORTGAGE,5,PERSONAL,A,8000,7.88,0,0.11,N,4
26,70000,MORTGAGE,4,EDUCATION,C,4000,13.98,0,0.06,Y,4
25,70000,MORTGAGE,9,PERSONAL,A,12000,7.51,0,0.17,N,4
26,70000,MORTGAGE,10,DEBTCONSOLIDATION,B,2500,10.99,0,0.04,N,3
26,70000,MORTGAGE,10,EDUCATION,B,5000,9.88,0,0.07,N,4
25,70000,OWN,4,HOMEIMPROVEMENT,D,12000,14.59,0,0.17,N,2
26,70000,MORTGAGE,5,PERSONAL,A,4500,7.51,0,0.06,N,4
25,70000,MORTGAGE,9,MEDICAL,C,12800,13.11,0,0.18,Y,4
25,70000,MORTGAGE,9,DEBTCONSOLIDATION,B,14000,10.25,0,0.2,N,4
26,45000,RENT,4,MEDICAL,D,10000,14.11,0,0.22,Y,2
25,70000,OWN,9,HOMEIMPROVEMENT,A,5000,8.59,0,0.07,N,3
25,23000,RENT,4,MEDICAL,B,4300,11.86,0,0.19,N,3
25,70000,MORTGAGE,9,HOMEIMPROVEMENT,B,16000,12.18,0,0.23,N,4
26,70000,MORTGAGE,10,HOMEIMPROVEMENT,A,12000,8.94,0,0.17,N,2
26,48000,RENT,10,PERSONAL,B,4225,9.83,0,0.09,N,2
26,70000,MORTGAGE,6,HOMEIMPROVEMENT,B,12000,11.26,0,0.17,N,4
25,31200,RENT,4,MEDICAL,A,4200,8.9,0,0.13,N,3
26,34000,RENT,4,PERSONAL,E,4200,16.82,1,0.12,Y,3
26,34400,RENT,5,MEDICAL,A,4200,8.9,0,0.12,N,3
26,64000,MORTGAGE,9,DEBTCONSOLIDATION,D,8000,12.17,1,0.13,N,4
25,36996,RENT,4,MEDICAL,B,4200,11.11,0,0.11,N,3
26,48000,RENT,10,MEDICAL,A,4200,6.92,0,0.09,N,3
26,55080,MORTGAGE,10,MEDICAL,A,2500,7.66,1,0.04,N,3
26,70800,MORTGAGE,6,EDUCATION,A,8500,6.54,0,0.12,N,3
26,70885,MORTGAGE,10,DEBTCONSOLIDATION,A,1000,6.39,0,0.01,N,4
26,53000,RENT,11,EDUCATION,C,4200,14.22,0,0.08,N,4
25,71000,MORTGAGE,9,DEBTCONSOLIDATION,A,7200,6.62,0,0.1,N,4
25,65000,MORTGAGE,4,PERSONAL,A,6000,8.9,1,0.09,N,2
26,71000,MORTGAGE,10,HOMEIMPROVEMENT,D,6000,15.62,0,0.08,N,3
25,63000,RENT,6,VENTURE,C,4200,14.22,0,0.07,N,4
26,69000,RENT,6,HOMEIMPROVEMENT,A,4200,6.62,0,0.06,N,3
25,22812,RENT,5,EDUCATION,D,4125,14.54,0,0.18,Y,2
26,71046,MORTGAGE,10,DEBTCONSOLIDATION,B,6500,10.99,0,0.09,N,4
26,57000,RENT,10,MEDICAL,B,4100,10.59,0,0.07,N,3
26,70000,RENT,10,PERSONAL,A,4075,5.42,0,0.06,N,3
26,71500,MORTGAGE,10,HOMEIMPROVEMENT,B,7500,10.99,0,0.1,N,3
26,71760,MORTGAGE,10,PERSONAL,E,3000,19.91,0,0.04,N,3
26,47004,RENT,5,PERSONAL,D,10000,15.05,0,0.21,N,2
25,72000,MORTGAGE,9,EDUCATION,B,14000,12.42,0,0.19,N,2
26,72000,MORTGAGE,10,MEDICAL,B,17000,10.65,0,0.24,N,4
25,72000,MORTGAGE,9,PERSONAL,F,18000,20.89,0,0.25,Y,4
25,72000,MORTGAGE,9,DEBTCONSOLIDATION,B,4800,10.65,0,0.07,N,3
25,72000,MORTGAGE,9,EDUCATION,D,9000,15.62,0,0.13,N,4
26,72000,MORTGAGE,7,VENTURE,B,16000,10.59,0,0.22,N,3
25,72000,OWN,8,EDUCATION,A,18000,7.66,0,0.25,N,3
25,50000,RENT,6,EDUCATION,A,10000,7.49,0,0.2,N,3
25,72000,MORTGAGE,9,DEBTCONSOLIDATION,A,15000,7.88,0,0.21,N,3
25,50000,RENT,4,EDUCATION,E,10000,16.82,0,0.2,Y,2
25,72000,OWN,9,VENTURE,A,6000,7.14,0,0.08,N,4
25,72000,MORTGAGE,9,HOMEIMPROVEMENT,D,10000,14.96,0,0.14,N,3
25,72000,MORTGAGE,9,EDUCATION,A,3200,6.39,0,0.04,N,3
26,45000,RENT,4,PERSONAL,B,10000,11.86,1,0.22,N,4
26,72000,OWN,10,MEDICAL,A,10000,7.74,0,0.14,N,4
25,72000,MORTGAGE,4,DEBTCONSOLIDATION,B,20000,11.83,0,0.28,N,4
25,72000,MORTGAGE,6,PERSONAL,B,5000,12.18,0,0.07,N,3
25,72000,MORTGAGE,7,EDUCATION,B,25000,11.89,0,0.35,N,2
26,66000,MORTGAGE,9,DEBTCONSOLIDATION,D,15000,14.42,1,0.23,N,2
26,72000,MORTGAGE,10,EDUCATION,A,4000,9.32,0,0.06,N,4
26,53000,RENT,5,DEBTCONSOLIDATION,A,10000,8.59,0,0.19,N,4
25,72400,MORTGAGE,9,VENTURE,E,8000,17.39,0,0.11,N,3
26,54000,RENT,6,EDUCATION,A,10000,7.9,0,0.19,N,2
26,54316,RENT,10,MEDICAL,B,10000,11.86,0,0.18,N,2
25,48996,RENT,9,MEDICAL,D,10000,14.54,1,0.2,Y,2
25,72893,MORTGAGE,9,PERSONAL,C,20000,13.22,0,0.27,N,2
25,72972,MORTGAGE,9,PERSONAL,C,10000,12.99,0,0.14,N,3
25,49000,RENT,9,HOMEIMPROVEMENT,A,10000,6.62,1,0.2,N,4
26,73000,MORTGAGE,10,EDUCATION,A,10625,6.03,0,0.15,N,4
25,73000,MORTGAGE,8,DEBTCONSOLIDATION,C,3500,13.23,0,0.05,N,2
25,73000,MORTGAGE,9,DEBTCONSOLIDATION,B,9000,11.86,0,0.12,N,4
26,73000,MORTGAGE,5,MEDICAL,C,14400,13.61,0,0.2,N,4
26,55000,RENT,7,MEDICAL,A,10000,8.59,0,0.18,N,3
26,67000,OWN,10,DEBTCONSOLIDATION,E,5000,16.45,1,0.07,Y,3
25,56950,MORTGAGE,9,MEDICAL,C,25000,10.91,1,0.37,Y,3
25,73163,MORTGAGE,9,VENTURE,E,25000,16.45,0,0.34,N,3
26,57600,RENT,10,HOMEIMPROVEMENT,A,10000,6.62,0,0.17,N,4
25,74000,MORTGAGE,9,VENTURE,A,12000,6.03,0,0.16,N,3
26,74000,MORTGAGE,5,HOMEIMPROVEMENT,A,10000,6.62,0,0.14,N,4
26,74000,MORTGAGE,10,DEBTCONSOLIDATION,B,1200,12.69,0,0.02,N,2
26,74000,MORTGAGE,10,VENTURE,B,4475,9.99,0,0.06,N,4
25,60000,RENT,9,VENTURE,B,10000,9.91,0,0.17,N,3
25,74000,MORTGAGE,5,HOMEIMPROVEMENT,D,10000,14.59,0,0.14,Y,4
26,60000,RENT,5,DEBTCONSOLIDATION,C,10000,14.27,0,0.17,N,4
26,74000,MORTGAGE,9,HOMEIMPROVEMENT,C,1200,13.22,0,0.02,Y,4
26,60000,RENT,10,PERSONAL,C,10000,13.49,0,0.17,N,3
26,74400,MORTGAGE,10,DEBTCONSOLIDATION,A,15000,6.54,0,0.2,N,4
25,60000,RENT,5,HOMEIMPROVEMENT,A,10000,7.14,0,0.17,N,4
26,74500,MORTGAGE,10,DEBTCONSOLIDATION,B,8000,9.88,0,0.11,N,3
25,58313,MORTGAGE,9,MEDICAL,E,5300,19.91,1,0.08,Y,2
25,74678,MORTGAGE,9,DEBTCONSOLIDATION,B,4000,10.62,0,0.05,N,2
25,75000,MORTGAGE,9,MEDICAL,C,4800,15.27,0,0.06,Y,3
26,75000,MORTGAGE,10,VENTURE,B,5000,9.91,0,0.07,N,3
26,56000,RENT,10,HOMEIMPROVEMENT,B,10000,12.69,1,0.18,N,2
26,75000,MORTGAGE,7,DEBTCONSOLIDATION,A,6500,8.9,0,0.09,N,4
26,75000,MORTGAGE,10,PERSONAL,C,10000,13.49,0,0.13,N,4
25,75000,MORTGAGE,4,VENTURE,D,8000,16.29,0,0.11,N,3
25,75000,MORTGAGE,4,VENTURE,B,24000,9.91,0,0.32,N,2
26,75000,OWN,10,MEDICAL,B,9250,12.69,0,0.12,N,4
25,75000,MORTGAGE,4,HOMEIMPROVEMENT,C,12000,13.49,0,0.16,N,4
25,62366,RENT,8,EDUCATION,A,10000,8.94,0,0.16,N,2
25,69000,MORTGAGE,4,EDUCATION,C,4500,14.65,1,0.07,Y,2
26,75000,MORTGAGE,5,VENTURE,A,15000,8.49,0,0.2,N,3
26,75000,OWN,10,VENTURE,B,7000,10.59,0,0.09,N,4
26,75000,MORTGAGE,8,DEBTCONSOLIDATION,C,7200,15.23,0,0.1,N,4
25,75000,OWN,6,MEDICAL,A,11000,8.49,0,0.15,N,3
26,75000,MORTGAGE,6,MEDICAL,A,6375,5.99,0,0.09,N,3
25,75000,MORTGAGE,7,DEBTCONSOLIDATION,B,15000,9.99,0,0.2,N,4
26,75000,MORTGAGE,9,EDUCATION,C,4000,12.99,0,0.05,N,2
26,75000,MORTGAGE,5,HOMEIMPROVEMENT,A,12500,5.99,0,0.17,N,2
25,64800,RENT,5,HOMEIMPROVEMENT,A,10000,7.88,0,0.15,N,4
26,69000,MORTGAGE,10,HOMEIMPROVEMENT,D,6200,15.99,1,0.09,N,2
26,75000,MORTGAGE,4,HOMEIMPROVEMENT,A,7000,6.99,0,0.09,N,2
26,65000,RENT,5,HOMEIMPROVEMENT,C,10000,14.27,0,0.15,N,4
26,75000,MORTGAGE,6,MEDICAL,A,13000,6.99,0,0.17,N,2
26,75000,MORTGAGE,7,VENTURE,A,10000,7.49,0,0.13,N,2
26,75000,MORTGAGE,6,HOMEIMPROVEMENT,C,29700,12.99,0,0.4,Y,4
25,75000,MORTGAGE,9,VENTURE,B,1000,9.99,0,0.01,N,4
26,75000,MORTGAGE,6,EDUCATION,A,5000,7.66,0,0.07,N,2
26,75000,MORTGAGE,4,HOMEIMPROVEMENT,A,12000,6.92,0,0.16,N,3
25,75000,MORTGAGE,5,DEBTCONSOLIDATION,B,10000,10.74,0,0.13,N,4
25,67000,RENT,9,MEDICAL,C,10000,13.92,0,0.15,N,3
25,69000,MORTGAGE,10,DEBTCONSOLIDATION,D,15000,14.54,1,0.22,Y,3
25,75000,MORTGAGE,7,HOMEIMPROVEMENT,A,12000,7.29,0,0.16,N,3
26,58650,MORTGAGE,5,MEDICAL,A,14000,6.17,1,0.2,N,4
25,75000,MORTGAGE,4,VENTURE,D,20000,14.09,0,0.27,Y,4
25,75000,MORTGAGE,5,MEDICAL,A,1500,6.54,0,0.02,N,4
26,75000,MORTGAGE,10,EDUCATION,A,9600,5.42,0,0.13,N,3
25,75000,MORTGAGE,9,DEBTCONSOLIDATION,A,9600,5.42,0,0.13,N,4
26,75000,MORTGAGE,10,DEBTCONSOLIDATION,A,15350,6.17,0,0.2,N,4
25,75000,MORTGAGE,5,HOMEIMPROVEMENT,A,3000,7.51,0,0.04,N,4
26,65600,RENT,5,EDUCATION,D,10000,13.55,1,0.15,Y,2
25,75000,MORTGAGE,8,DEBTCONSOLIDATION,B,12000,11.49,0,0.16,N,3
25,72345,RENT,10,EDUCATION,C,10000,12.99,0,0.14,N,4
25,73000,RENT,4,MEDICAL,B,10000,11.71,0,0.14,N,3
26,75000,MORTGAGE,11,VENTURE,D,6000,14.96,0,0.08,N,3
25,75000,MORTGAGE,9,VENTURE,B,20000,10.62,0,0.27,N,3
25,75000,OWN,9,EDUCATION,B,5600,10.62,0,0.07,N,2
26,75000,MORTGAGE,4,DEBTCONSOLIDATION,B,21000,11.48,0,0.28,N,4
26,75000,RENT,4,EDUCATION,A,10000,7.49,0,0.13,N,4
25,75000,RENT,9,PERSONAL,A,10000,7.49,0,0.13,N,3
25,75000,MORTGAGE,9,DEBTCONSOLIDATION,C,8500,13.22,0,0.11,N,4
26,75000,RENT,4,HOMEIMPROVEMENT,A,10000,6.17,0,0.13,N,4
26,75000,RENT,10,EDUCATION,D,10000,15.58,0,0.13,Y,2
26,75000,MORTGAGE,10,HOMEIMPROVEMENT,C,8000,13.92,0,0.11,N,4
26,75000,MORTGAGE,10,DEBTCONSOLIDATION,A,10000,8.94,0,0.13,N,2
26,76250,RENT,6,DEBTCONSOLIDATION,B,10000,10.71,0,0.13,N,3
25,75000,MORTGAGE,8,DEBTCONSOLIDATION,A,15000,9.63,0,0.2,N,3
25,75000,MORTGAGE,9,VENTURE,C,5000,13.79,0,0.07,Y,4
25,75000,MORTGAGE,9,VENTURE,D,7500,12.61,0,0.1,Y,4
25,75000,MORTGAGE,9,PERSONAL,C,10000,11.34,0,0.13,Y,2
25,80004,RENT,5,EDUCATION,B,10000,9.62,0,0.12,N,4
25,75181,MORTGAGE,9,MEDICAL,A,6000,7.51,0,0.08,N,4
26,81996,RENT,5,MEDICAL,A,10000,7.29,0,0.12,N,4
25,75500,MORTGAGE,9,EDUCATION,B,7000,11.36,0,0.09,N,2
26,75555,MORTGAGE,4,MEDICAL,B,10000,10.39,0,0.13,N,2
25,75600,MORTGAGE,7,MEDICAL,C,15000,12.68,0,0.2,N,2
25,84000,RENT,5,HOMEIMPROVEMENT,C,10000,13.49,0,0.12,N,2
26,75873,MORTGAGE,6,PERSONAL,B,1200,10.25,0,0.02,N,2
25,75912,MORTGAGE,9,HOMEIMPROVEMENT,B,22400,9.99,0,0.3,N,4
25,75996,MORTGAGE,9,DEBTCONSOLIDATION,B,10000,11.99,0,0.13,N,3
25,75996,MORTGAGE,9,MEDICAL,A,9000,7.74,0,0.12,N,3
26,75996,OWN,7,VENTURE,B,8000,11.83,0,0.11,N,3
26,76000,MORTGAGE,10,HOMEIMPROVEMENT,A,5425,8.49,0,0.07,N,3
25,76000,MORTGAGE,4,HOMEIMPROVEMENT,A,14000,7.66,0,0.18,N,3
25,76000,MORTGAGE,9,PERSONAL,C,6000,12.98,0,0.08,Y,2
26,86000,RENT,4,EDUCATION,C,10000,13.49,0,0.12,N,3
26,88000,RENT,10,VENTURE,B,10000,12.69,0,0.11,N,2
25,70000,MORTGAGE,4,PERSONAL,C,15000,13.16,1,0.21,Y,3
26,76160,MORTGAGE,10,EDUCATION,A,7400,7.51,0,0.1,N,2
25,90000,RENT,9,DEBTCONSOLIDATION,B,10000,12.42,0,0.11,N,2
25,90000,RENT,5,PERSONAL,A,10000,7.49,0,0.11,N,2
25,76300,MORTGAGE,9,HOMEIMPROVEMENT,B,3000,11.86,0,0.04,N,2
26,76486,MORTGAGE,4,HOMEIMPROVEMENT,A,6000,7.9,0,0.08,N,4
26,70500,MORTGAGE,11,PERSONAL,A,14500,7.49,1,0.21,N,3
25,76800,MORTGAGE,8,EDUCATION,A,6500,5.79,0,0.08,N,4
26,92652,RENT,4,VENTURE,C,10000,13.23,0,0.11,Y,2
25,77000,MORTGAGE,8,EDUCATION,A,12000,7.9,0,0.16,N,4
25,77000,MORTGAGE,8,HOMEIMPROVEMENT,A,9000,6.03,0,0.12,N,3
26,71000,MORTGAGE,10,DEBTCONSOLIDATION,D,6000,15.62,1,0.08,N,4
25,77000,MORTGAGE,9,DEBTCONSOLIDATION,A,3000,7.49,0,0.04,N,3
25,70550,RENT,6,MEDICAL,E,10000,16.77,1,0.12,N,3
25,77000,MORTGAGE,6,EDUCATION,D,8000,15.33,0,0.1,N,2
26,77000,MORTGAGE,4,DEBTCONSOLIDATION,C,5400,13.04,0,0.07,Y,3
25,77004,MORTGAGE,9,PERSONAL,B,15000,9.63,0,0.19,N,2
26,27000,RENT,9,DEBTCONSOLIDATION,A,11000,8.9,1,0.41,N,3
25,32000,RENT,7,DEBTCONSOLIDATION,A,11000,7.66,1,0.34,N,3
25,29000,RENT,9,PERSONAL,A,11000,8.49,1,0.38,N,2
25,72000,MORTGAGE,9,DEBTCONSOLIDATION,C,10000,14.27,1,0.14,N,3
25,78000,MORTGAGE,9,EDUCATION,A,8000,7.9,0,0.1,N,4
26,78000,MORTGAGE,7,PERSONAL,A,7200,6.62,0,0.09,N,2
26,78000,MORTGAGE,7,HOMEIMPROVEMENT,B,3000,11.49,0,0.04,N,2
26,78000,MORTGAGE,10,EDUCATION,A,8325,6.99,0,0.11,N,4
25,78000,MORTGAGE,9,EDUCATION,A,8000,5.79,0,0.1,N,2
26,78000,MORTGAGE,8,PERSONAL,C,12000,13.43,0,0.15,N,4
26,78000,MORTGAGE,4,PERSONAL,B,1750,10.36,0,0.02,N,2
25,78000,MORTGAGE,4,DEBTCONSOLIDATION,B,2400,11.86,0,0.03,N,4
25,78000,MORTGAGE,9,HOMEIMPROVEMENT,B,14200,11.48,0,0.18,N,3
25,61200,MORTGAGE,9,MEDICAL,D,20000,14.74,1,0.28,Y,2
25,68000,RENT,4,PERSONAL,B,11200,11.99,0,0.16,N,2
25,72000,RENT,8,PERSONAL,B,11200,10.36,0,0.16,N,2
25,78200,MORTGAGE,9,MEDICAL,A,6000,6.54,0,0.08,N,3
25,82000,RENT,9,PERSONAL,A,11200,5.42,0,0.14,N,4
26,100016,RENT,10,EDUCATION,C,11200,13.98,0,0.11,Y,2
25,78500,MORTGAGE,9,DEBTCONSOLIDATION,A,16000,7.88,0,0.2,N,2
26,61754,MORTGAGE,7,MEDICAL,D,10000,14.83,1,0.14,N,4
26,41892,RENT,8,EDUCATION,C,11300,13.22,0,0.27,N,4
25,78720,MORTGAGE,6,MEDICAL,B,10000,9.62,0,0.13,N,2
25,36000,RENT,7,MEDICAL,B,11325,12.69,1,0.31,N,4
25,30000,RENT,10,VENTURE,A,11400,7.51,1,0.38,N,4
26,41500,RENT,9,EDUCATION,A,11400,7.66,0,0.27,N,3
25,79000,MORTGAGE,9,DEBTCONSOLIDATION,A,10000,5.79,0,0.13,N,2
25,62050,MORTGAGE,7,MEDICAL,B,18300,10.62,1,0.25,N,3
26,79000,MORTGAGE,6,PERSONAL,C,14000,13.57,0,0.18,Y,3
25,79000,OWN,9,VENTURE,B,14500,11.48,0,0.18,N,3
25,79000,MORTGAGE,9,PERSONAL,B,7500,10.01,0,0.09,N,3
26,79200,MORTGAGE,8,MEDICAL,A,6075,6.03,0,0.08,N,2
26,79380,MORTGAGE,5,EDUCATION,C,10000,12.23,0,0.13,Y,3
26,79560,MORTGAGE,10,DEBTCONSOLIDATION,B,8000,12.53,0,0.1,N,4
26,79700,MORTGAGE,9,DEBTCONSOLIDATION,B,7200,9.99,0,0.09,N,3
25,79992,MORTGAGE,9,EDUCATION,A,10000,6.03,0,0.13,N,2
26,74000,MORTGAGE,8,EDUCATION,B,15000,9.91,1,0.2,N,3
26,80000,MORTGAGE,5,VENTURE,D,12000,16.29,0,0.15,N,2
25,80000,MORTGAGE,9,VENTURE,E,4000,19.03,0,0.05,Y,3
25,80000,MORTGAGE,7,HOMEIMPROVEMENT,A,6000,7.9,0,0.07,N,3
25,42000,RENT,9,VENTURE,C,11500,13.79,0,0.27,Y,3
26,45760,RENT,8,DEBTCONSOLIDATION,C,11500,11.78,0,0.25,N,4
26,62900,MORTGAGE,4,MEDICAL,A,11000,7.9,1,0.15,N,3
25,80000,MORTGAGE,4,MEDICAL,C,25000,13.49,0,0.31,N,2
25,80000,MORTGAGE,9,DEBTCONSOLIDATION,A,4000,6.62,0,0.05,N,2
26,79000,RENT,7,HOMEIMPROVEMENT,B,11500,11.99,0,0.15,N,3
25,74000,MORTGAGE,9,EDUCATION,A,18000,7.9,1,0.24,N,2
25,77954,RENT,9,DEBTCONSOLIDATION,D,11550,16.77,1,0.15,N,2
26,30000,RENT,6,MEDICAL,B,11700,11.71,1,0.39,N,2
